WGS84 UTM 10N
-31.481767211225815 -27.14979021809995 527.5722
7.495435080258176 -154.20915768295527 525.1123
120.16059201373719 -151.94123036414385 524.8588
-198.80055364535656 372.66472948435694 641.7549
-98.1963946147589 -70.62261787150055 525.9075
20.972255120286718 -110.62841235660017 526.5437
153.94342222507112 -66.13319420162588 525.5467
63.24981661105994 323.7428082888946 644.0921
47.47004753432702 109.32412327360362 645.6657
93.46585137804504 -280.14101585466415 530.5648
44.66793751483783 -394.06959704775363 528.6129
170.02400642691646 -66.10453459713608 525.7753
171.02198899968062 -107.93311889469624 525.81
-104.7145951037528 -156.24798751436174 525.5798
-158.0506893217098 -29.64066230971366 528.0213
264.63230786065105 -191.2609806302935 527.737
115.45117995725013 -364.93184504378587 530.8786
-80.29601263056975 -70.26855130586773 525.8241
261.90576458524447 -234.74743771273643 527.6804
300.88009511248674 -190.8858673153445 527.7268
177.2368072126992 -407.4374910108745 529.4167
23.259340420132503 14.635786372236907 528.4357
120.00604714965448 218.06987234205008 645.2732
72.7251632802654 57.82001082226634 530.2066
-232.47390559106134 265.160330128856 644.7801
280.42384119227063 -234.76805762015283 527.8706
13.79882390005514 -325.1446468802169 530.0027
-85.79447488090955 -28.188947084359825 527.7907
131.0137458977988 -23.84308387991041 526.4033
-65.63783470483031 54.26207531429827 645.7925
-85.32889033434913 12.941610780544579 528.4616
118.05298747611232 -193.82781101670116 527.7721
-48.77778210374527 -155.23280382622033 525.3548
272.23947120213415 -276.84515391662717 529.9238
-88.17352068098262 374.73481828998774 642.2666
54.23331082833465 57.410244022496045 530.3304
129.10235192859545 -279.5108114629984 530.5454
26.86195059271995 56.106296512298286 645.7341
-204.64008323277812 -114.66761784814298 527.0537
-198.6622136643855 -158.0242610182613 526.2696
-84.69490849704016 321.05655138753355 644.3574
66.80265449138824 -324.2625784892589 529.5833
260.8880389725091 -320.75354210846126 529.518
-196.0389912254177 158.9519415674731 645.5193
162.98597456351854 143.50052101258188 529.7388
49.41522535472177 -324.53396826796234 529.6513
224.5185914322501 -235.67775418423116 527.4881
-53.75048756133765 96.8249738086015 530.2805
56.708860280457884 -238.80758377723396 528.3556
-29.977767872274853 162.16951825283468 645.9441
-134.35269200999755 -71.2350726602599 526.0091
-29.66964759246912 -284.77436237968504 529.9428
-36.49407470296137 -240.21761149074882 529.1818
164.93514783168212 -278.8222784707323 530.3973
0.9761425383621827 97.79434518329799 529.9424
-251.70871393941343 49.6261782636866 531.8641
-160.8196731749922 266.61687651555985 645.1602
140.37575185880996 -408.2482815524563 529.1294
60.78483908600174 271.0608868226409 645.4272
9.111018028459512 216.00584897119552 645.3541
-54.51888137788046 -111.97383384872228 526.9373
-157.84145032486413 52.45212151389569 645.6748
99.01628479338251 164.5999344587326 646.0407
58.4952933343593 -109.93693544436246 526.3251
-22.769072773633525 140.00672454759479 529.9956
121.25359009183012 110.84948953147978 645.5653
-214.25419884978328 318.7626940757036 644.5548
149.0005470054457 -23.51982071530074 526.2409
10.164388228091411 108.70113449450582 645.614
-162.82392060186248 94.94121839758009 530.7314
18.140493793878704 56.761953407898545 530.463
-131.9991919377353 137.9340639738366 529.985
-69.17931460950058 375.16848084144294 642.2121
159.70528305810876 143.56058858707547 529.7322
73.90709282527678 99.11393083725125 529.8348
-158.075521472143 11.819024723954499 528.5567
-159.28305080800783 159.66371043305844 645.7537
-13.411678104661405 -26.808835825882852 527.4545
152.1634614962386 -364.18786068540066 530.7324
-168.55655461142305 137.2466304479167 530.1973
45.81870458438061 216.56030761823058 645.3139
81.67508070089389 324.04403062257916 644.1046
82.26894460443873 57.199942184612155 645.8194
-68.34485463274177 268.47978785727173 645.2933
-186.93909942905884 136.87554756365716 529.9112
-35.35599556576926 -111.6188690457493 526.822
79.1099480187986 271.44163961242884 645.4625
172.82378780911677 -192.88143825810403 527.8831
6.85908244701568 162.8624922297895 645.9595
5.143108522286639 14.45375206694007 528.396
-217.640890132403 94.0115697896108 531.1688
-51.26610270969104 375.5067048156634 642.1388
-103.43614733882714 12.595196162350476 528.4844
64.07983014115598 -67.6952095888555 525.3736
3.845440369215794 -281.8615146949887 530.3093
43.640231587109156 163.5536948516965 645.9767
45.068855954217725 -195.1253366265446 527.8852
32.21827021019999 141.03142548631877 529.7939
26.355981989530846 -153.84374278597534 524.9761
101.41011248691939 -152.40487717371434 524.8796
-217.29453825729433 372.2972422745079 641.6335
-100.71074106299784 106.76131907198578 645.4787
-13.198401368339546 269.6051832186058 645.4091
-108.41638990887441 95.83555480092764 530.402
-217.6004684357904 -158.39779757335782 526.4274
63.722357924096286 56.832410358823836 645.8084
25.336776127456687 163.22528588958085 645.9445
-103.68133204407059 160.7387062208727 645.8335
154.20692819321994 165.68080360721797 646.0363
207.06486484280322 -363.2816264005378 530.512
-163.32082712184638 53.01695504132658 531.3481
78.32219790574163 378.090213178657 643.5587
112.86601509375032 -24.201018002815545 526.5395
128.49991294194479 100.12064274773002 529.547
154.67674088384956 -193.21235858090222 527.8566
136.16976288170554 165.3282303744927 646.0169
-86.81547279411461 268.1316823884845 645.2583
-86.2038326554466 -155.8767676530406 525.4462
81.84629397001117 -67.39256439823657 525.4144
-31.68173176655546 269.24363457318395 645.3457
-197.71098779374734 265.87683416716754 645.0197
157.71987711975817 -151.34928431548178 525.1798
64.26616493845358 216.8763225628063 645.3488
174.31975562195294 -151.2635119864717 525.4205
-236.06878524296917 93.68886382784694 531.262
26.26705711253453 323.02987351454794 644.2653
99.86378114076797 -194.16664959024638 527.8175
116.13778212969191 272.2062246892601 645.4502
-230.98371093010064 158.2894797809422 645.3903
80.49910429259762 164.23228875175118 645.9828
-206.2457888260251 -72.57810483314097 526.5534
-180.41076416592114 372.9728056564927 642.1308
-122.37315282924101 160.44848058559 645.8431
-77.31314293364994 139.01045369822532 530.16
45.30667781224474 -153.4889380382374 524.885
-49.205412693787366 13.544526706449687 528.3735
146.58913187205326 100.23475999757648 529.641
149.71424309839495 -237.12661925610155 527.7569
42.430412065121345 270.72715485002846 645.455
36.19878933322616 57.06592018343508 530.388
92.00228551332839 99.41353408340365 529.7889
7.538690963760018 -367.0077236443758 530.8902
-21.360579720465466 -325.50912555120885 530.2726
-158.67265179683454 319.6817419603467 644.4364
-230.02872929233126 -31.117826784029603 528.2998
8.000065706321038 322.7555374391377 644.2889
77.6413834374398 15.599308812990785 528.3507
229.6854194314219 -383.42287038546056 529.9863
-177.16287296661176 319.3105246145278 644.5127
-14.031600361224264 376.26276365388185 642.8732
-120.52919515490066 213.71180737297982 645.3819
102.79110805608798 110.45665223710239 645.5927
-72.37718910723925 54.839140586555004 530.837
-120.69901286542881 53.181523446924984 645.7425
-28.12622511247173 215.30966191366315 645.3824
-152.09180916892365 -71.58268820866942 526.1235
-145.19371045543812 53.36564785055816 531.1683
243.41916271147784 -362.78908393904567 530.4499
65.73781177517958 109.6987322634086 645.6255
-170.3511179885827 -71.88295783475041 526.2319
122.03415291535202 -408.6364398524165 529.0549
61.98635782976635 163.87571686599404 645.9741
-157.21960332849994 213.02500365115702 645.3618
31.506176037248224 -324.9075036216527 529.8048
-177.6417195966933 159.2833651062101 645.6574
-95.4735933712218 138.62022336013615 530.0999
163.01362214889377 59.63680511992425 529.7653
-48.37909106106963 161.8227534359321 645.8365
-85.67990530910902 161.0927433585748 645.7772
168.5353886859957 -236.73354914598167 527.6239
-3.852226478746161 -325.4734177989885 530.1982
-123.62434777722228 -156.63990539778024 525.7255
-126.70853106444702 95.55321298632771 530.4534
-142.48208367079496 267.0322943851352 645.2103
-239.80860464228317 -117.4927564933896 526.8968
9.950855485978536 -68.60193786490709 525.3996
-194.13094756985083 -30.370631765574217 528.251
-62.43022598919924 -69.9252531286329 525.7467
-145.9995295141125 -176.8382081342861 527.644
-181.227917760727 52.66755217779428 531.5065
96.17077818582766 -109.24899891670793 526.1373
-105.31123978539836 267.7735718442127 645.261
-40.916252547642216 139.67274142522365 529.9119
100.18900153320283 -67.05126678571105 525.4228
84.52553441247437 110.05503475666046 645.5747
43.03249089117162 -375.5656775729731 528.7199
-193.115884689847 105.16511517204344 645.4749
-140.23534649203066 319.9961216170341 644.4558
2.3124582758173347 -110.99060384463519 526.6891
-54.65989338827785 55.237450858578086 530.756
-31.203949319780804 13.812369673512876 528.3792
-248.14638943271711 -10.15104539040476 528.6723
169.7109093714971 -43.34274203516543 525.9007
-185.79024620330893 -114.3361063124612 527.1206
103.46098024328239 -408.9605281446129 529.0427
123.37584101362154 142.6919293049723 529.7392
153.2987643389497 325.2232340583578 643.8425
162.32157061318867 122.70004483684897 529.7631
115.14664574805647 378.86152817402035 643.8945
60.42760893027298 -365.9705087551847 530.8714
-129.5646154510323 -113.30956491082907 527.2903
224.89673773222603 -321.0998919773847 529.2138
-127.06869631470181 53.8135576043278 531.0765
254.11212252581026 -277.20091080479324 530.0
117.98082960466854 -66.69254716299474 525.4648
182.57391921360977 -278.5046663507819 530.3483
-66.83500077296048 161.45840308628976 645.7625
-91.6911599158775 -112.63823810778558 527.1609
87.00010423129424 141.9756189873442 529.8347
242.2466575356666 -320.84252471569926 529.3197
-217.72078558173962 51.97687212843448 531.7669
96.03227259172127 15.894572095945477 528.4157
-118.7801682758145 106.46087918523699 645.4456
104.94530222867616 142.378821676597 529.7602
-103.80019089428242 -28.57408061530441 527.9226
-223.52143632434309 -114.98698064498603 526.978
75.13203431351576 -238.4563564704731 528.1231
68.51417070848402 141.68798849079758 529.9353
162.65296602167655 100.50137458834797 529.6876
96.72910524520557 378.3717893930152 643.7937
81.53557926462963 -194.5412375284359 527.8811
41.95056051260326 -366.3680294388905 530.793
-67.53123428474646 13.20703369192779 528.4033
166.0193798718974 16.855193097144365 529.1956
-215.9831311358139 265.51794637925923 644.9297
111.10378401458729 -279.83429382555187 530.5932
23.00672587181907 376.96114887855947 642.979
